40000,1494299276.474748,-0.884277,-1.593750,-1.027344,-53.466797,-38.269043,97.656250
40001,1494299276.477441,-0.866699,-1.619141,-1.097168,-45.471191,-34.301758,104.248047
40002,1494299276.480096,-0.802246,-1.677734,-1.093262,-35.522461,-28.503418,78.613281
40003,1494299276.482652,-0.828613,-1.737793,-1.342773,-26.062012,-18.127441,87.524414
40004,1494299276.485207,-0.885742,-1.673340,-1.244141,-25.390625,-15.625000,80.810547
40005,1494299276.487820,-0.970215,-1.812988,-1.049316,-24.902344,-20.690918,69.946289
40006,1494299276.490459,-1.054199,-1.921387,-0.803711,-15.197754,-24.047852,52.551270
40007,1494299276.493037,-1.109375,-1.916992,-0.752930,-6.896973,-24.169922,38.085938
40008,1494299276.495583,-0.996582,-1.852051,-0.761230,-4.211426,-19.775391,31.982422
40009,1494299276.498192,-0.964355,-1.857422,-0.919922,2.380371,-11.840820,24.108887
40010,1494299276.500812,-1.070801,-1.806152,-0.895996,12.268066,-7.995605,14.099121
40011,1494299276.503368,-1.056152,-1.737793,-0.786621,21.667480,-8.117676,9.155273
40012,1494299276.505914,-0.994141,-1.708984,-0.957031,26.916504,-4.150391,-0.366211
40013,1494299276.508532,-0.906250,-1.661621,-0.825684,32.531738,2.441406,-10.559082
40014,1494299276.511243,-0.893555,-1.565918,-0.827637,34.912109,5.798340,-20.507812
40015,1494299276.513793,-0.923828,-1.445312,-0.797363,36.254883,8.117676,-29.724121
40016,1494299276.516340,-0.897461,-1.401855,-0.673828,36.865234,10.681152,-39.611816
40017,1494299276.518935,-0.912109,-1.320312,-0.748047,35.400391,13.061523,-49.987793
40018,1494299276.521534,-0.903320,-1.295410,-0.646973,32.165527,29.968262,-60.302734
40019,1494299276.524088,-0.916504,-1.337402,-0.753906,26.000977,18.981934,-73.242188
40020,1494299276.526646,-0.955078,-1.392090,-0.863770,17.333984,26.062012,-86.547852
40021,1494299276.529326,-1.167969,-1.312012,-0.725586,10.192871,31.188965,-109.069824
40022,1494299276.531951,-1.364258,-0.853027,-0.583984,8.422852,27.221680,-103.759766
40023,1494299276.534596,-1.562500,-0.245117,-0.437012,13.916016,11.291504,-104.614258
40024,1494299276.537307,-1.604492,0.326660,-0.141113,22.094727,-9.155273,-80.383301
40025,1494299276.540027,-1.503418,0.708496,-0.058105,23.986816,-18.127441,-90.942383
40026,1494299276.542686,-1.397949,0.957520,-0.158203,23.559570,-9.704590,-89.599609
40027,1494299276.545336,-1.261719,1.266113,-0.427246,30.395508,12.573242,-87.524414
40028,1494299276.548056,-1.312012,1.569824,-0.541016,35.644531,38.879395,-88.439941
40029,1494299276.550802,-1.183105,1.470703,-0.718262,34.118652,49.560547,-90.820312
40030,1494299276.553479,-1.218750,1.340820,-0.592285,8.544922,54.565430,-105.651855
40031,1494299276.556123,-1.193848,1.020020,-0.616699,-21.423340,65.612793,-119.445801
40032,1494299276.558839,-1.184570,0.462891,-0.520020,-44.738770,77.453613,-132.080078
40033,1494299276.561561,-1.208008,-0.202148,-0.462402,-58.044434,82.336426,-146.484375
