1493265796.322212,-0.474609,0.568848,0.161621,-2.929688,-1.525879,-2.380371
1493265796.327888,-0.274414,0.528809,0.213867,-2.807617,-1.342773,-2.319336
1493265796.333695,-0.466309,0.542969,0.197754,-0.854492,-1.281738,-2.380371
1493265796.339358,-0.338379,0.552246,0.325684,-0.854492,-1.892090,-2.624512
1493265796.344997,-0.380859,0.544434,0.206543,-2.258301,-1.831055,-2.502441
1493265796.350613,-0.278809,0.550781,0.229492,-2.075195,-1.831055,-2.990723
1493265796.356310,-0.372070,0.546387,0.229004,-2.197266,-1.159668,-3.295898
1493265796.362025,-0.448730,0.539551,0.132324,-2.136230,-1.220703,-2.502441
1493265796.367745,-0.277344,0.533203,0.142090,-1.464844,-1.892090,-3.356934
1493265796.373605,-0.254883,0.525879,0.128418,-2.258301,-1.464844,-2.624512
1493265796.379563,-0.379883,0.533691,0.180176,-1.770020,-1.708984,-2.075195
1493265796.385366,-0.367188,0.552734,0.166504,-0.671387,-1.953125,-2.502441
1493265796.391009,-0.479492,0.548340,0.190430,-0.549316,-1.831055,-2.441406
1493265796.396760,-0.349609,0.537109,0.202637,-1.892090,-2.014160,-2.624512
1493265796.402442,-0.272949,0.558105,0.166992,-2.563477,-1.708984,-2.807617
1493265796.408077,-0.464844,0.509766,0.210449,-0.915527,-0.976562,-3.356934
1493265796.413826,-0.374512,0.544922,0.224609,-2.441406,-1.220703,-2.990723
1493265796.419771,-0.378906,0.539551,0.207031,-2.258301,-1.464844,-1.831055
1493265796.425836,-0.453613,0.535156,0.168945,-2.136230,-1.953125,-2.258301
1493265796.432057,-0.267578,0.546875,0.235352,-1.037598,-1.892090,-2.624512
1493265796.438129,-0.477539,0.531250,0.233887,-2.563477,-2.258301,-3.051758
1493265796.443925,-0.495605,0.555176,0.157227,-2.990723,-1.586914,-3.601074
1493265796.449719,-0.497559,0.548828,0.155762,-2.990723,-0.976562,-2.502441
1493265796.455524,-0.485840,0.526855,0.218262,-1.831055,-2.258301,-1.708984
1493265796.461246,-0.370605,0.518066,0.168945,-1.464844,-1.953125,-2.563477
1493265796.466755,-0.382812,0.539551,0.219238,-0.915527,-1.708984,-2.075195
1493265796.472356,-0.268555,0.554199,0.181152,-2.502441,-0.610352,-2.685547
1493265796.478006,-0.349121,0.531738,0.223633,-1.342773,-2.685547,-2.868652
1493265796.484223,-0.270508,0.532715,0.210449,-0.610352,-1.953125,-2.990723
1493265796.490459,-0.399902,0.551270,0.200195,-2.197266,-1.525879,-2.746582
1493265796.496098,-0.255859,0.550781,0.206543,-2.502441,-1.342773,-2.502441
1493265796.501740,-0.379883,0.537598,0.199219,-1.342773,-2.868652,-2.746582
1493265796.507402,-0.489258,0.538574,0.232422,-1.586914,-1.708984,-2.502441
1493265796.513031,-0.346680,0.537598,0.128906,-1.953125,-0.976562,-2.624512
1493265796.518633,-0.354492,0.564453,0.175781,-3.051758,-1.098633,-2.990723
1493265796.524308,-0.255371,0.546387,0.194336,-1.892090,-1.281738,-2.502441
1493265796.529986,-0.474121,0.537598,0.182617,-1.770020,-1.037598,-2.807617
1493265796.535709,-0.490234,0.549316,0.185059,-1.159668,-0.976562,-2.990723
1493265796.541762,-0.376465,0.560547,0.158203,-0.671387,-2.014160,-2.197266
1493265796.547956,-0.256836,0.544434,0.209473,-2.563477,-1.464844,-2.563477
1493265796.553982,-0.378906,0.556152,0.156250,-2.319336,-0.549316,-3.967285
1493265796.559865,-0.343262,0.547363,0.219238,-1.098633,-1.464844,-2.929688
1493265796.565567,-0.348633,0.529297,0.244141,-0.610352,-1.770020,-2.319336
1493265796.571375,-0.357422,0.544922,0.200684,-1.403809,-1.525879,-2.563477
1493265796.577214,-0.495117,0.534668,0.194336,-0.122070,-2.014160,-2.990723
1493265796.582906,-0.475586,0.554688,0.240234,-2.136230,-1.953125,-2.868652
1493265796.588571,-0.366699,0.535645,0.303711,-1.037598,-2.014160,-2.502441
1493265796.594304,-0.372559,0.524902,0.211914,-0.610352,-1.403809,-2.746582
1493265796.600020,-0.360352,0.541016,0.243652,-2.563477,-2.258301,-2.014160
1493265796.605677,-0.364258,0.525391,0.213379,-2.258301,-1.098633,-2.685547
1493265796.611341,-0.252930,0.518066,0.204102,-2.746582,-2.441406,-2.746582
1493265796.617065,-0.276367,0.526855,0.154785,-1.098633,-1.953125,-2.563477
1493265796.622908,-0.463379,0.546387,0.123535,-1.464844,-1.525879,-2.807617
1493265796.628710,-0.363281,0.556641,0.247070,-1.159668,-2.380371,-1.525879
1493265796.634571,-0.352539,0.558105,0.213867,-4.089355,-1.770020,-1.953125
1493265796.639988,-0.364746,0.550781,0.188477,-2.624512,-1.586914,-2.441406
1493265796.645472,-0.259277,0.531738,0.166992,-1.708984,-2.014160,-2.380371
1493265796.651088,-0.470215,0.548340,0.229980,-1.831055,-1.647949,-2.441406
1493265796.656721,-0.252930,0.539551,0.151367,-0.427246,-1.831055,-2.563477
1493265796.662407,-0.491699,0.552734,0.140137,-0.793457,-1.586914,-3.417969
1493265796.668438,-0.354004,0.525879,0.154785,-1.342773,-1.464844,-2.990723
1493265796.674309,-0.282227,0.557129,0.215820,-3.479004,-0.549316,-3.112793
1493265796.680007,-0.267578,0.541504,0.213867,-2.990723,-1.831055,-3.234863
1493265796.685818,-0.354492,0.535156,0.241699,-2.868652,-1.403809,-1.708984
1493265796.691540,-0.354004,0.543945,0.159180,-1.342773,-2.258301,-3.112793
1493265796.697292,-0.263672,0.551270,0.157227,-3.173828,-1.647949,-2.563477
1493265796.702841,-0.354980,0.539551,0.159180,-2.075195,-1.647949,-2.746582
1493265796.708405,-0.367188,0.550781,0.169434,-2.502441,-1.403809,-3.234863
1493265796.713924,-0.492188,0.541016,0.166504,-2.746582,-1.892090,-2.380371
1493265796.719594,-0.370605,0.533203,0.216309,-0.976562,-1.342773,-2.685547
1493265796.725101,-0.351562,0.548828,0.206055,-0.732422,-2.075195,-2.990723
1493265796.730896,-0.378418,0.541504,0.166992,-1.281738,-1.892090,-3.601074
1493265796.736692,-0.369141,0.537109,0.152344,-0.732422,-2.075195,-2.624512
1493265796.742492,-0.488281,0.542969,0.244141,-0.976562,-1.831055,-2.929688
1493265796.748212,-0.344238,0.527344,0.166992,-2.502441,-1.281738,-2.685547
1493265796.753819,-0.364258,0.520020,0.175293,-1.831055,-1.342773,-3.723145
1493265796.759288,-0.362305,0.533691,0.152344,-0.732422,-2.075195,-2.502441
1493265796.764852,-0.491699,0.536621,0.208496,-2.075195,-2.075195,-3.173828
1493265796.770431,-0.345215,0.548340,0.225586,-2.563477,-1.586914,-2.807617
1493265796.776019,-0.377930,0.523438,0.186523,-3.479004,-0.793457,-2.380371
1493265796.781945,-0.380859,0.546875,0.247559,-3.295898,-1.525879,-2.380371
1493265796.788069,-0.330566,0.539062,0.194336,-1.403809,-1.831055,-1.708984
1493265796.793992,-0.266602,0.542969,0.200195,-3.112793,-1.281738,-2.746582
1493265796.799739,-0.261719,0.546387,0.206055,-2.014160,-1.464844,-2.258301
1493265796.805603,-0.373047,0.519043,0.188477,-1.159668,-2.197266,-2.502441
1493265796.811477,-0.368652,0.558594,0.184570,-1.586914,-1.892090,-2.807617
1493265796.817250,-0.367188,0.537109,0.152344,-0.549316,-1.586914,-2.502441
1493265796.822906,-0.491699,0.535645,0.130371,-1.647949,-2.136230,-2.502441
1493265796.828565,-0.260254,0.530762,0.153809,-2.075195,-0.976562,-3.601074
1493265796.834303,-0.496094,0.536621,0.192871,-1.220703,-1.342773,-2.929688
1493265796.839984,-0.332031,0.545898,0.184570,-2.990723,-0.488281,-3.479004
1493265796.845689,-0.261719,0.557129,0.172852,-1.647949,-1.586914,-2.868652
1493265796.851532,-0.469727,0.543945,0.194824,-2.380371,-2.014160,-2.441406
1493265796.857337,-0.351074,0.523926,0.232422,-0.915527,-1.647949,-2.868652
